0.000000000000000000e+00,1.403394652769610828e-316,1.581010066691988941e-322
-2.999999999999999889e-01,-2.999999999999999889e-01,1.229999999999999982e+00
1.000000000000000056e-01,-2.999999999999999889e-01,1.229999999999999982e+00
2.000000000000000111e-01,-2.999999999999999889e-01,1.229999999999999982e+00
2.999999999999999889e-01,-2.000000000000000111e-01,1.229999999999999982e+00
-2.999999999999999889e-01,0.000000000000000000e+00,1.229999999999999982e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.229999999999999982e+00
2.999999999999999889e-01,2.000000000000000111e-01,1.229999999999999982e+00
-2.999999999999999889e-01,2.999999999999999889e-01,1.229999999999999982e+00
1.000000000000000056e-01,2.999999999999999889e-01,1.229999999999999982e+00
2.000000000000000111e-01,2.999999999999999889e-01,1.229999999999999982e+00
-2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-1.000000000000000056e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-1.000000000000000056e-01,-2.999999999999999889e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.999999999999999889e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.999999999999999889e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.999999999999999889e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.999999999999999889e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.999999999999999889e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.999999999999999889e-01,1.330000000000000071e+00
1.000000000000000056e-01,-2.999999999999999889e-01,1.330000000000000071e+00
1.000000000000000056e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.000000000000000111e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.999999999999999889e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-1.000000000000000056e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-1.000000000000000056e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-1.000000000000000056e-01,-2.000000000000000111e-01,1.330000000000000071e+00
0.000000000000000000e+00,-2.000000000000000111e-01,1.330000000000000071e+00
1.000000000000000056e-01,-2.000000000000000111e-01,1.330000000000000071e+00
1.000000000000000056e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.000000000000000111e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
2.999999999999999889e-01,-2.000000000000000111e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-1.000000000000000056e-01,1.330000000000000071e+00
-2.999999999999999889e-01,-1.000000000000000056e-01,1.330000000000000071e+00
-2.000000000000000111e-01,-1.000000000000000056e-01,1.330000000000000071e+00
